"","year","geo","gender","edu","age","age_g","stt","mrg","income","exp1","exp2"
"7237",2021,"G2",1,2,58,5,3,2,7457,4465,872
"7238",2021,"G2",1,3,52,5,3,2,12450,3328,2039
"7239",2021,"G2",1,3,62,6,4,1,858,468,21
"7240",2021,"G2",2,4,52,5,1,4,3161,2170,424
"7241",2021,"G2",1,4,40,4,1,2,4553,1653,958
"7242",2021,"G2",2,3,60,6,4,4,1763,1598,1100
"7243",2021,"G2",1,4,49,4,1,2,10197,9119,5563
"7244",2021,"G2",1,4,42,4,1,2,3963,4320,460
"7245",2021,"G2",1,4,46,4,1,2,8865,6244,1268
"7246",2021,"G2",1,4,28,2,2,1,3352,2060,843
"7247",2021,"G2",2,3,51,5,3,4,2013,1609,721
"7248",2021,"G2",2,1,70,7,2,3,7961,3822,759
"7249",2021,"G2",1,4,39,3,3,2,12505,3856,2510
"7250",2021,"G2",1,3,59,5,3,1,4516,1865,392
"7251",2021,"G2",1,3,62,6,3,2,3608,1480,349
"7252",2021,"G2",1,2,68,6,3,3,2561,1594,217
"7253",2021,"G2",2,2,63,6,3,4,5573,2104,589
"7254",2021,"G2",1,2,64,6,2,2,5593,1975,171
"7255",2021,"G2",1,3,48,4,3,2,7224,3192,964
"7256",2021,"G2",1,4,59,5,1,2,7643,1712,722
"7257",2021,"G2",1,4,53,5,1,2,9776,3826,2318
"7258",2021,"G2",1,4,43,4,1,2,6725,3730,872
"7259",2021,"G2",2,1,78,7,3,3,3624,415,200
"7260",2021,"G2",1,4,59,5,1,2,6827,3115,693
"7261",2021,"G2",1,3,55,5,2,1,1239,1800,178
"7262",2021,"G2",1,2,67,6,4,2,5779,2100,344
"7263",2021,"G2",1,4,40,4,1,2,9557,4250,3822
"7264",2021,"G2",1,4,54,5,3,2,5266,2626,1074
"7265",2021,"G2",2,1,81,7,2,3,930,526,55
"7266",2021,"G2",1,4,35,3,1,2,3347,3876,1676
"7267",2021,"G2",1,3,64,6,3,2,9046,3440,1149
"7268",2021,"G2",1,4,56,5,1,1,3346,1770,555
"7269",2021,"G2",1,4,62,6,1,2,7163,3068,1565
"7270",2021,"G2",1,1,90,7,3,2,1621,822,16
"7271",2021,"G2",1,4,58,5,1,2,9395,4285,1596
"7272",2021,"G2",2,4,30,3,1,1,5109,1224,958
"7273",2021,"G2",1,4,62,6,4,2,12156,5320,1901
"7274",2021,"G1",2,4,65,6,4,4,2355,1194,333
"7275",2021,"G1",2,3,56,5,3,1,555,2002,1849
"7276",2021,"G1",1,4,39,3,3,2,10718,2320,16888
"7277",2021,"G1",1,4,51,5,1,2,36578,3400,9627
"7278",2021,"G2",1,2,71,7,3,2,2338,1850,482
"7279",2021,"G2",1,2,80,7,4,2,1756,1287,37
"7280",2021,"G2",1,3,62,6,1,2,4756,1302,1388
"7281",2021,"G2",2,2,74,7,2,3,5739,846,4829
"7282",2021,"G2",1,2,67,6,1,2,3850,2174,558
"7283",2021,"G2",1,3,85,7,4,2,3533,1412,340
"7284",2021,"G2",1,4,56,5,1,2,9022,4934,1569
"7285",2021,"G1",1,4,58,5,1,2,6324,2609,1433
"7286",2021,"G1",1,4,45,4,1,2,6920,4573,1248
"7287",2021,"G1",2,3,54,5,3,1,4906,3300,373
"7288",2021,"G1",2,4,36,3,3,1,3486,2204,151
"7289",2021,"G1",2,3,33,3,1,1,928,1041,140
"7290",2021,"G1",1,4,38,3,1,2,12837,4700,2728
"7291",2021,"G1",1,3,33,3,1,2,5906,2724,547
"7292",2021,"G1",1,3,69,6,3,2,8910,3600,3218
"7293",2021,"G1",1,4,56,5,3,2,11055,3836,464
"7294",2021,"G1",1,4,47,4,1,2,8698,4390,1627
"7295",2021,"G1",1,4,38,3,1,1,4334,1846,518
"7296",2021,"G2",2,3,61,6,2,4,953,1216,176
"7297",2021,"G2",1,2,64,6,4,4,153,907,32
"7298",2021,"G2",1,4,37,3,1,2,5834,1984,538
"7299",2021,"G2",1,1,71,7,3,2,2457,1118,90
"7300",2021,"G2",1,2,69,6,2,2,4302,1178,203
"7301",2021,"G2",1,4,45,4,3,2,13013,5687,1634
"7302",2021,"G2",1,4,60,6,3,2,6466,2974,911
"7303",2021,"G1",1,4,38,3,1,2,15159,4610,2984
"7304",2021,"G1",1,4,43,4,1,2,8232,4590,1953
"7305",2021,"G1",1,4,44,4,1,1,6882,2090,938
"7306",2021,"G1",1,4,43,4,1,2,14639,4108,4434
"7307",2021,"G1",2,4,27,2,1,1,3301,1642,384
"7308",2021,"G1",1,3,61,6,2,2,13638,4040,1349
"7309",2021,"G1",2,3,64,6,1,3,5144,1743,312
"7310",2021,"G1",1,4,32,3,1,2,7840,4522,1502
"7311",2021,"G1",2,1,74,7,4,3,433,816,1
"7312",2021,"G1",1,2,63,6,3,2,2158,1468,666
"7313",2021,"G1",1,4,65,6,1,2,13612,4130,4306
"7314",2021,"G1",1,4,51,5,1,2,3415,3890,1291
"7315",2021,"G1",1,3,50,5,1,2,4910,3390,708
"7316",2021,"G1",1,4,34,3,4,1,1854,1590,58
"7317",2021,"G1",2,4,54,5,2,4,3346,2090,209
"7318",2021,"G1",1,4,58,5,1,2,14640,3050,3945
"7319",2021,"G1",1,1,83,7,4,2,1577,1176,110
"7320",2021,"G1",1,3,39,3,2,2,1006,3084,470
"7321",2021,"G1",1,3,78,7,4,2,1488,970,2
"7322",2021,"G2",2,1,86,7,4,3,655,536,1
"7323",2021,"G2",1,4,55,5,1,2,15123,4789,3678
"7324",2021,"G2",1,1,77,7,2,2,1551,1560,167
"7325",2021,"G2",2,1,88,7,4,3,803,1794,12
"7326",2021,"G1",1,4,56,5,1,2,13274,6850,3469
"7327",2021,"G1",2,2,45,4,2,4,4198,1576,662
"7328",2021,"G1",2,3,37,3,2,2,6187,2178,564
"7329",2021,"G1",1,4,49,4,3,2,5860,2290,1520
"7330",2021,"G1",1,3,64,6,4,2,2827,1820,47
"7331",2021,"G1",2,4,38,3,1,2,7303,3490,1918
"7332",2021,"G1",1,4,37,3,1,2,16146,1020,3136
"7333",2021,"G1",2,4,33,3,1,1,5294,873,454
"7334",2021,"G1",1,4,64,6,1,2,20463,4310,3010
"7335",2021,"G2",1,4,61,6,1,3,7646,3390,810
"7336",2021,"G2",2,2,50,5,4,3,1932,1573,0
"7337",2021,"G2",1,3,61,6,4,2,2608,3903,979
"7338",2021,"G2",1,1,63,6,3,2,2479,1817,110
"7339",2021,"G2",1,1,68,6,4,2,1488,767,23
"7340",2021,"G2",1,3,56,5,2,2,7750,3088,375
"7341",2021,"G1",1,4,44,4,1,2,7471,5215,1330
"7342",2021,"G1",1,3,51,5,2,4,1741,1172,126
"7343",2021,"G1",2,1,70,7,4,3,626,320,2
"7344",2021,"G1",1,3,42,4,3,1,2183,1345,264
"7345",2021,"G1",2,4,57,5,3,1,2846,850,1152
"7346",2021,"G1",1,4,60,6,4,2,5818,5288,536
"7347",2021,"G1",1,4,63,6,1,4,4511,2658,503
"7348",2021,"G2",2,2,80,7,4,3,905,1041,34
"7349",2021,"G2",1,2,71,7,4,2,2163,894,105
"7350",2021,"G2",2,1,76,7,2,3,1010,1671,21
"7351",2021,"G2",1,4,42,4,1,2,11570,4766,2416
"7352",2021,"G2",1,2,63,6,4,2,2369,1474,238
"7353",2021,"G2",1,3,50,5,2,1,2282,1202,214
"7354",2021,"G2",2,4,29,2,2,1,3045,1190,21
"7355",2021,"G1",1,3,69,6,3,2,7291,2450,710
"7356",2021,"G1",1,4,42,4,1,2,8994,2989,1637
"7357",2021,"G1",2,3,57,5,4,4,1661,1015,184
"7358",2021,"G1",1,3,47,4,1,2,7385,2607,1273
"7359",2021,"G1",1,4,45,4,1,2,7836,3300,1805
"7360",2021,"G1",1,3,50,5,3,2,19403,4420,3832
"7361",2021,"G1",1,4,39,3,3,2,6436,3610,176
"7362",2021,"G1",2,3,43,4,3,4,2910,2356,909
"7363",2021,"G1",1,3,76,7,3,2,9592,2520,1126
"7364",2021,"G2",2,2,70,7,4,3,997,537,78
"7365",2021,"G2",2,1,84,7,4,3,5543,3600,858
"7366",2021,"G2",2,1,76,7,4,3,895,501,0
"7367",2021,"G2",1,1,60,6,4,4,2609,1370,7
"7368",2021,"G2",2,4,55,5,4,1,2423,1252,237
"7369",2021,"G2",1,3,33,3,1,2,3631,2633,239
"7370",2021,"G2",1,4,45,4,2,1,1792,1110,196
"7371",2021,"G2",1,4,37,3,3,2,6483,4180,3340
"7372",2021,"G1",1,1,69,6,4,2,5405,1313,277
"7373",2021,"G1",1,4,58,5,1,2,4856,1395,926
"7374",2021,"G1",1,4,38,3,1,2,9422,2770,1078
"7375",2021,"G1",1,4,61,6,1,1,3159,1236,353
"7376",2021,"G1",1,3,29,2,1,2,5219,3246,623
"7377",2021,"G1",1,4,39,3,1,2,11347,3658,1787
"7378",2021,"G1",1,3,71,7,4,2,2265,1644,181
"7379",2021,"G1",1,3,59,5,4,2,2580,2424,365
"7380",2021,"G1",1,3,62,6,4,2,3435,1997,635
"7381",2021,"G1",1,1,60,6,2,2,6151,3800,872
"7382",2021,"G1",1,3,49,4,1,2,3950,4000,681
"7383",2021,"G2",1,3,62,6,3,2,8889,4834,3075
"7384",2021,"G2",1,1,69,6,4,2,3456,1310,74
"7385",2021,"G2",1,3,52,5,3,2,6340,3960,2217
"7386",2021,"G2",1,3,59,5,3,4,4866,2207,239
"7387",2021,"G2",1,3,64,6,3,2,5746,2080,1081
"7388",2021,"G2",1,4,62,6,2,4,1199,1036,121
"7389",2021,"G1",1,3,61,6,1,2,7947,3550,751
"7390",2021,"G1",1,3,45,4,1,2,1261,3786,460
"7391",2021,"G1",2,3,54,5,1,2,7316,2284,789
"7392",2021,"G1",1,4,68,6,4,2,15222,4800,3442
"7393",2021,"G1",1,1,55,5,1,2,10355,3938,1335
"7394",2021,"G1",2,3,60,6,4,3,4136,2640,125
"7395",2021,"G1",1,4,49,4,1,2,25580,6989,5384
"7396",2021,"G1",1,3,49,4,1,2,12706,5870,2442
"7397",2021,"G1",1,4,46,4,1,2,11478,8240,2031
"7398",2021,"G2",1,4,45,4,3,2,4104,2167,432
"7399",2021,"G2",2,3,56,5,1,2,7114,2998,1391
"7400",2021,"G2",1,2,78,7,4,2,3740,2150,794
"7401",2021,"G2",1,1,63,6,4,4,1118,848,92
"7402",2021,"G2",1,3,59,5,1,2,3715,1370,715
"7403",2021,"G1",2,3,60,6,3,3,3665,1407,1319
"7404",2021,"G1",1,1,66,6,4,2,5931,2265,982
"7405",2021,"G1",1,1,61,6,2,4,4386,1490,265
"7406",2021,"G1",1,4,51,5,3,4,5678,1692,1350
"7407",2021,"G1",1,3,40,4,1,1,7799,1660,620
"7408",2021,"G1",2,3,62,6,4,4,6186,2546,2062
"7409",2021,"G1",1,3,43,4,1,2,5258,2555,698
"7410",2021,"G1",1,2,77,7,1,2,6265,4550,3872
"7411",2021,"G2",2,4,46,4,3,2,9884,5816,2404
"7412",2021,"G2",1,4,56,5,3,2,5419,2420,2938
"7413",2021,"G2",2,4,67,6,4,3,2783,1970,885
"7414",2021,"G2",1,3,62,6,1,2,8163,2860,778
"7415",2021,"G2",1,3,71,7,1,2,61424,8890,21400
"7416",2021,"G1",2,3,50,5,4,3,1682,726,1
"7417",2021,"G1",1,4,47,4,1,2,9241,4960,1520
"7418",2021,"G1",1,4,47,4,1,2,12212,8386,4336
"7419",2021,"G1",1,4,63,6,4,2,8372,3150,8151
"7420",2021,"G1",1,4,34,3,3,2,10818,3844,2244
"7421",2021,"G1",1,3,54,5,4,1,1173,1183,31
"7422",2021,"G1",1,4,41,4,1,1,6949,1446,1442
"7423",2021,"G1",2,3,43,4,4,1,1040,1520,6
"7424",2021,"G1",1,3,28,2,1,1,1868,1144,143
"7425",2021,"G1",1,4,51,5,1,2,4437,4537,381
"7426",2021,"G1",2,3,35,3,4,4,1734,1950,0
"7427",2021,"G2",1,3,74,7,2,2,3151,2272,19
"7428",2021,"G2",2,1,69,6,4,3,1582,1840,43
"7429",2021,"G2",1,3,49,4,1,2,7469,4250,1105
"7430",2021,"G2",1,1,79,7,4,2,1919,1405,151
"7431",2021,"G2",1,1,58,5,4,2,3493,856,215
"7432",2021,"G2",2,3,53,5,1,4,1439,1210,291
"7433",2021,"G2",1,4,39,3,1,2,6900,4350,1927
"7434",2021,"G2",1,4,62,6,1,2,25282,5680,5779
"7435",2021,"G1",1,4,35,3,1,2,5124,1203,494
"7436",2021,"G1",1,3,53,5,1,2,9056,4010,2434
"7437",2021,"G1",1,4,49,4,1,2,28503,11640,8233
"7438",2021,"G1",1,4,44,4,1,2,15650,4650,4464
"7439",2021,"G1",1,3,53,5,3,4,6437,2120,149
"7440",2021,"G1",1,3,31,3,3,2,3056,2092,1437
"7441",2021,"G1",1,4,51,5,1,4,7563,5090,1127
"7442",2021,"G1",1,1,55,5,3,2,7435,2220,743
"7443",2021,"G1",2,3,73,7,4,4,1329,786,0
"7444",2021,"G1",1,4,33,3,2,1,2305,1130,1
"7445",2021,"G1",1,4,56,5,1,2,7417,4240,1060
"7446",2021,"G2",1,4,45,4,3,2,5491,4200,1335
"7447",2021,"G2",2,3,55,5,1,3,2426,1409,119
"7448",2021,"G2",1,1,78,7,4,2,1649,1050,9
"7449",2021,"G2",1,3,55,5,3,2,8061,4643,1378
"7450",2021,"G2",2,3,28,2,1,1,2446,1920,813
"7451",2021,"G2",2,4,25,2,1,1,921,1610,94
"7452",2021,"G2",2,1,73,7,4,4,1871,1069,20
"7453",2021,"G1",1,4,65,6,1,2,5013,2579,1368
"7454",2021,"G1",1,3,52,5,2,4,3914,2760,203
"7455",2021,"G1",1,4,35,3,3,2,7481,5240,840
"7456",2021,"G1",1,4,51,5,3,2,3881,2478,326
"7457",2021,"G1",1,3,29,2,1,1,7285,2760,658
"7458",2021,"G1",1,4,55,5,3,4,5816,3799,373
"7459",2021,"G1",1,4,81,7,4,3,2245,1480,366
"7460",2021,"G1",1,2,78,7,2,2,1222,652,114
"7461",2021,"G1",1,4,52,5,1,2,22031,5180,4420
"7462",2021,"G1",1,4,38,3,1,1,2493,1345,636
"7463",2021,"G2",2,2,49,4,3,4,3131,2120,425
"7464",2021,"G2",2,3,68,6,1,4,2587,1290,95
"7465",2021,"G2",2,2,73,7,4,4,926,1145,3
"7466",2021,"G2",1,3,59,5,4,2,4301,1600,2135
"7467",2021,"G2",1,4,34,3,1,1,4038,2140,443
"7468",2021,"G2",1,3,51,5,1,2,8186,2350,1429
"7469",2021,"G2",2,4,27,2,1,2,4372,3856,587
"7470",2021,"G1",1,2,61,6,3,2,8502,6635,702
"7471",2021,"G1",1,4,82,7,4,2,988,3092,231
"7472",2021,"G1",1,3,52,5,1,2,4772,3258,674
"7473",2021,"G1",2,1,68,6,4,3,2496,3400,21
"7474",2021,"G1",1,4,65,6,1,2,17934,3509,2499
"7475",2021,"G1",1,4,48,4,1,2,8851,2134,2040
"7476",2021,"G1",1,3,63,6,4,2,1164,1124,55
"7477",2021,"G1",1,4,41,4,2,2,3423,4510,278
"7478",2021,"G1",2,3,55,5,4,3,1241,4060,475
"7479",2021,"G2",1,4,48,4,1,2,16882,5360,4780
"7480",2021,"G2",1,4,79,7,4,2,2078,2556,284
"7481",2021,"G2",1,4,40,4,1,2,5972,2640,1094
"7482",2021,"G2",1,3,67,6,3,2,3361,1425,213
"7483",2021,"G2",1,3,53,5,3,2,7847,4545,932
"7484",2021,"G2",1,3,63,6,1,2,11281,4140,2161
"7485",2021,"G2",2,3,60,6,1,2,9536,3220,2244
"7486",2021,"G1",2,1,83,7,4,3,1239,515,39
"7487",2021,"G1",1,2,48,4,2,4,6169,2334,871
"7488",2021,"G1",1,4,47,4,1,2,7349,5000,629
"7489",2021,"G1",1,4,32,3,1,2,9071,2630,2300
"7490",2021,"G1",1,4,37,3,1,2,11395,2822,1966
"7491",2021,"G1",2,3,50,5,2,2,1098,1377,46
"7492",2021,"G1",2,3,48,4,4,3,826,4694,1044
"7493",2021,"G1",1,3,58,5,2,2,12148,5460,1378
"7494",2021,"G1",2,1,87,7,4,3,501,401,6
"7495",2021,"G1",1,2,69,6,3,2,2187,2140,1239
"7496",2021,"G1",1,2,87,7,4,2,1214,1145,80
"7497",2021,"G1",1,4,57,5,3,2,12162,2410,1486
"7498",2021,"G2",1,2,62,6,2,2,7942,2750,830
"7499",2021,"G2",1,4,78,7,4,2,2961,962,69
"7500",2021,"G2",1,4,65,6,4,3,1824,2052,321
"7501",2021,"G2",2,3,62,6,4,3,980,841,26
"7502",2021,"G2",2,1,80,7,4,3,2462,1171,79
"7503",2021,"G2",1,3,44,4,1,4,3766,1856,807
"7504",2021,"G2",1,4,53,5,1,2,4865,2958,495
"7505",2021,"G2",1,4,37,3,3,1,2645,1050,219
"7506",2021,"G2",1,3,48,4,1,1,5357,3030,1325
"7507",2021,"G2",1,3,64,6,4,2,2754,1374,91
"7508",2021,"G1",2,1,78,7,4,3,650,430,1
"7509",2021,"G1",1,3,50,5,1,1,7189,1333,633
"7510",2021,"G1",1,4,52,5,1,2,5794,6490,635
"7511",2021,"G1",1,4,36,3,1,2,10136,2186,2729
"7512",2021,"G1",1,4,32,3,3,2,8831,4920,1186
"7513",2021,"G1",2,1,88,7,4,3,499,264,31
"7514",2021,"G1",1,3,81,7,3,2,3406,3350,691
"7515",2021,"G1",1,4,61,6,1,2,16271,2850,2858
"7516",2021,"G1",1,4,57,5,2,2,3695,2568,407
"7517",2021,"G1",2,1,66,6,4,3,3114,2366,352
"7518",2021,"G1",1,2,66,6,3,2,8733,3700,738
"7519",2021,"G2",2,2,82,7,2,3,750,520,10
"7520",2021,"G2",1,3,71,7,1,2,3718,1931,281
"7521",2021,"G2",1,4,40,4,1,2,12669,2600,2217
"7522",2021,"G2",1,3,62,6,4,2,1316,1680,296
"7523",2021,"G2",1,4,51,5,1,2,8188,2335,1721
"7524",2021,"G2",2,4,30,3,1,1,982,1707,396
"7525",2021,"G2",1,4,46,4,1,2,4466,4106,672
"7526",2021,"G2",1,3,66,6,1,2,13011,6481,1914
"7527",2021,"G2",2,3,60,6,3,2,13430,3925,4490
"7528",2021,"G1",2,3,44,4,1,1,3765,1839,247
"7529",2021,"G1",1,3,55,5,1,2,3951,3655,490
"7530",2021,"G1",1,4,35,3,1,2,8124,3000,1669
"7531",2021,"G1",1,3,55,5,1,2,3192,2629,399
"7532",2021,"G1",1,4,45,4,1,2,5847,5228,1180
"7533",2021,"G1",1,3,68,6,4,2,3423,2536,82
"7534",2021,"G1",1,4,50,5,3,2,11041,2790,1448
"7535",2021,"G1",2,4,55,5,1,3,3004,2774,370
"7536",2021,"G1",1,3,63,6,3,2,5824,2390,1026
"7537",2021,"G1",1,2,80,7,2,2,1655,1330,73
"7538",2021,"G1",1,4,62,6,4,2,6709,2187,617
"7539",2021,"G1",1,4,54,5,1,2,4749,2670,1325
"7540",2021,"G2",1,4,39,3,1,2,2174,3700,848
"7541",2021,"G2",1,4,34,3,1,1,4568,1906,832
"7542",2021,"G2",1,3,52,5,1,2,5584,4190,1060
"7543",2021,"G1",1,3,45,4,1,2,3646,2320,711
"7544",2021,"G1",1,4,70,7,2,2,2186,2000,49
"7545",2021,"G1",1,1,73,7,2,2,3435,942,151
"7546",2021,"G1",1,3,58,5,1,2,4039,3190,1002
"7547",2021,"G1",1,3,76,7,4,2,2010,1072,259
"7548",2021,"G1",1,4,56,5,3,2,8266,1951,1205
"7549",2021,"G1",1,4,44,4,3,4,4052,2218,787
"7550",2021,"G1",2,4,30,3,1,2,12233,2200,2439
"7551",2021,"G1",1,4,39,3,1,2,7538,3732,1049
"7552",2021,"G1",1,4,48,4,1,2,8652,7252,1517
"7553",2021,"G1",1,4,56,5,1,2,5792,4168,927
"7554",2021,"G1",2,4,23,2,2,1,1139,1040,30
"7555",2021,"G1",2,4,39,3,1,1,6339,2915,1197
"7556",2021,"G1",1,3,51,5,3,2,6247,3510,513
"7557",2021,"G2",1,4,40,4,3,2,5726,3378,1162
"7558",2021,"G2",1,4,36,3,1,2,9877,2950,2087
"7559",2021,"G2",2,4,30,3,1,1,3681,2029,387
"7560",2021,"G2",2,3,53,5,2,4,2175,1501,61
"7561",2021,"G2",1,1,71,7,4,2,3167,1287,335
"7562",2021,"G2",1,4,31,3,4,1,3710,2490,557
"7563",2021,"G2",1,3,67,6,4,3,3514,1453,188
"7564",2021,"G2",1,3,50,5,1,1,2984,2342,458
"7565",2021,"G2",2,1,71,7,4,3,8644,2245,1272
"7566",2021,"G1",1,4,52,5,3,2,7700,6443,1340
"7567",2021,"G1",2,3,47,4,3,2,12556,7000,1452
"7568",2021,"G1",1,4,67,6,1,2,12709,3764,7783
"7569",2021,"G1",2,4,64,6,3,3,8391,2071,1695
"7570",2021,"G1",1,4,64,6,1,2,5020,2796,456
"7571",2021,"G1",1,3,50,5,3,2,4352,3630,1012
"7572",2021,"G1",1,4,36,3,1,1,4193,1572,628
"7573",2021,"G1",1,3,48,4,4,1,2219,1045,77
"7574",2021,"G1",1,4,47,4,1,2,24743,6090,5571
"7575",2021,"G2",1,4,38,3,1,2,8345,4335,1535
"7576",2021,"G2",1,4,62,6,4,2,12844,4390,999
"7577",2021,"G2",2,4,57,5,3,4,3871,2230,211
"7578",2021,"G2",2,2,60,6,2,4,849,923,271
"7579",2021,"G1",2,3,61,6,1,4,1493,920,191
"7580",2021,"G1",1,3,50,5,1,2,15222,6090,2503
"7581",2021,"G1",1,1,65,6,4,2,2280,2511,811
"7582",2021,"G1",1,3,46,4,1,1,3919,1599,765
"7583",2021,"G1",2,1,76,7,1,3,2814,631,97
"7584",2021,"G1",1,4,81,7,4,2,1951,2280,70
"7585",2021,"G1",2,2,52,5,2,4,3683,1350,216
"7586",2021,"G1",1,4,58,5,1,2,12439,6310,2167
"7587",2021,"G1",2,1,90,7,4,3,1108,798,1
"7588",2021,"G1",2,4,45,4,4,1,661,798,65
"7589",2021,"G1",1,4,49,4,1,2,8722,8260,1297
"7590",2021,"G1",2,3,57,5,1,4,2564,1836,392
"7591",2021,"G1",1,4,67,6,1,2,12777,2900,3765
"7592",2021,"G2",1,4,44,4,1,2,3736,2532,495
"7593",2021,"G2",1,3,50,5,3,2,5547,2969,158
"7594",2021,"G2",1,3,65,6,4,2,4485,1730,164
"7595",2021,"G1",1,4,54,5,1,2,12132,4442,3377
"7596",2021,"G1",2,1,75,7,4,3,1170,535,7
"7597",2021,"G1",2,4,46,4,2,4,3119,2450,1
"7598",2021,"G1",1,4,64,6,1,2,12382,2902,1547
"7599",2021,"G1",2,3,62,6,1,3,6984,2670,690
"7600",2021,"G1",1,4,39,3,1,1,6438,2008,973
"7601",2021,"G1",1,3,65,6,3,2,4193,2760,1018
"7602",2021,"G1",2,1,77,7,4,3,2227,1420,31
"7603",2021,"G1",1,4,51,5,3,2,3121,2210,544
"7604",2021,"G1",2,1,87,7,4,3,437,610,22
"7605",2021,"G1",2,3,48,4,2,4,1974,1804,145
"7606",2021,"G2",1,4,41,4,4,2,2588,1792,5
"7607",2021,"G2",2,1,89,7,4,3,886,460,32
"7608",2021,"G2",2,4,61,6,4,3,6828,1740,572
"7609",2021,"G2",2,3,70,7,4,2,3919,1132,588
"7610",2021,"G1",2,1,68,6,4,4,772,598,1
"7611",2021,"G1",1,3,54,5,2,4,4543,1700,236
"7612",2021,"G1",1,4,72,7,4,3,1362,882,150
"7613",2021,"G1",1,3,42,4,4,2,4761,1858,82
"7614",2021,"G1",2,1,75,7,2,3,972,600,71
"7615",2021,"G1",1,4,40,4,1,2,5447,3455,695
"7616",2021,"G1",1,3,38,3,4,2,5987,2393,916
"7617",2021,"G1",1,4,46,4,1,2,9664,3980,2286
"7618",2021,"G1",2,3,50,5,2,4,2476,2120,80
"7619",2021,"G1",2,4,56,5,1,4,7894,2688,1059
"7620",2021,"G1",2,3,47,4,1,1,3935,1290,892
"7621",2021,"G1",1,3,48,4,3,1,2806,2073,346
"7622",2021,"G1",1,4,45,4,3,2,8691,2344,1068
"7623",2021,"G1",1,4,45,4,3,2,13776,8790,913
"7624",2021,"G1",1,4,70,7,3,2,15890,4680,2201
"7625",2021,"G1",1,3,63,6,3,2,7677,2690,1206
"7626",2021,"G1",1,1,75,7,4,2,1730,1011,1
"7627",2021,"G1",1,4,37,3,1,2,9692,3936,2128
"7628",2021,"G1",1,2,69,6,2,2,9536,3624,1907
"7629",2021,"G1",1,1,79,7,4,2,2160,926,15
"7630",2021,"G1",1,4,38,3,1,2,5916,2654,1997
"7631",2021,"G1",2,4,34,3,1,1,4914,1940,662
"7632",2021,"G1",2,3,34,3,4,1,2651,1610,221
"7633",2021,"G1",1,3,60,6,1,2,3940,1890,1095
"7634",2021,"G1",2,4,37,3,3,2,10921,5750,1487
"7635",2021,"G1",1,4,45,4,2,2,1954,4980,347
"7636",2021,"G1",2,2,91,7,4,3,520,634,240
"7637",2021,"G1",1,3,55,5,1,2,7599,4700,957
"7638",2021,"G1",1,3,67,6,2,2,6831,2738,2885
"7639",2021,"G1",1,4,61,6,3,2,4674,2214,4046
"7640",2021,"G1",1,4,49,4,1,2,12451,7700,3263
"7641",2021,"G1",1,4,35,3,1,2,7584,2578,2009
"7642",2021,"G1",1,3,34,3,1,2,6271,4330,1370
"7643",2021,"G1",1,4,49,4,1,2,11284,16503,2515
"7644",2021,"G1",1,4,51,5,1,2,5437,5090,514
"7645",2021,"G1",1,4,49,4,3,2,6590,3760,1854
"7646",2021,"G1",1,2,55,5,3,4,7631,2090,438
"7647",2021,"G1",1,3,66,6,3,2,3834,1750,565
"7648",2021,"G1",1,3,84,7,4,2,2386,1422,234
"7649",2021,"G1",1,3,63,6,2,2,4220,3116,1116
"7650",2021,"G1",1,3,54,5,1,2,7002,4294,3911
"7651",2021,"G1",1,3,44,4,3,2,14279,6020,1591
"7652",2021,"G1",1,3,61,6,3,2,7833,3210,1606
"7653",2021,"G1",1,4,38,3,1,2,7647,3144,1107
"7654",2021,"G1",1,4,63,6,4,2,11233,4384,7217
"7655",2021,"G1",2,2,65,6,4,3,1437,2420,95
"7656",2021,"G1",1,1,53,5,2,4,2478,1973,198
"7657",2021,"G1",2,4,43,4,1,1,2660,2010,487
"7658",2021,"G1",2,1,76,7,2,3,1918,1026,48
"7659",2021,"G1",2,2,84,7,4,3,861,839,116
"7660",2021,"G1",1,4,53,5,1,2,20172,10020,6135
"7661",2021,"G1",1,4,62,6,1,2,7293,4565,748
"7662",2021,"G1",2,3,75,7,4,4,602,2272,56
"7663",2021,"G1",1,4,33,3,1,2,3918,2120,976
"7664",2021,"G1",1,4,47,4,1,2,15221,4930,3971
"7665",2021,"G1",1,1,70,7,4,2,1246,703,1
"7666",2021,"G1",1,4,64,6,1,2,12151,6920,1003
"7667",2021,"G1",2,3,53,5,2,4,4985,2426,544
"7668",2021,"G1",1,3,47,4,1,2,11949,3520,1909
"7669",2021,"G1",1,4,41,4,1,2,10340,3700,2346
"7670",2021,"G1",1,1,65,6,3,2,3830,2014,455
"7671",2021,"G1",2,3,47,4,4,4,1632,1730,326
"7672",2021,"G1",2,1,89,7,4,3,2468,2190,40
"7673",2021,"G1",2,4,44,4,1,1,3591,701,1321
"7674",2021,"G1",1,3,60,6,1,1,1444,850,7
"7675",2021,"G1",2,2,88,7,4,3,1201,622,0
"7676",2021,"G1",1,4,40,4,1,2,6657,1170,770
"7677",2021,"G1",1,3,55,5,1,4,1095,1108,19
"7678",2021,"G1",2,2,79,7,4,3,2573,1964,92
"7679",2021,"G1",1,4,36,3,1,1,1595,1380,159
"7680",2021,"G1",1,3,48,4,1,4,1369,1326,50
"7681",2021,"G1",1,3,28,2,3,1,2701,2212,16
"7682",2021,"G1",2,4,66,6,4,4,710,804,11
"7683",2021,"G1",1,2,82,7,4,2,6288,2260,1103
