"","year","geo","gender","edu","age","age_g","stt","mrg","income","exp1","exp2"
"1",2021,"G1",2,1,74,7,2,3,1718,560,101
"2",2021,"G1",1,3,59,5,1,2,2977,3198,233
"3",2021,"G1",2,3,28,2,1,1,971,1371,93
"4",2021,"G2",1,2,72,7,4,2,3101,1226,109
"5",2021,"G2",1,3,53,5,1,1,3066,2610,929
"6",2021,"G2",2,3,67,6,4,2,2896,1436,482
"7",2021,"G2",1,4,57,5,1,2,12416,5200,3331
"8",2021,"G2",1,1,60,6,3,2,6574,3260,3552
"9",2021,"G1",1,4,51,5,1,2,11106,5030,1112
"10",2021,"G1",1,4,36,3,1,1,4860,4070,407
"11",2021,"G1",2,3,28,2,1,2,8283,2225,2058
"12",2021,"G1",1,4,29,2,1,1,6030,2750,1060
"13",2021,"G1",2,3,66,6,4,3,1059,915,77
"14",2021,"G1",1,4,83,7,3,2,12129,2023,408
"15",2021,"G1",2,3,60,6,1,2,10686,5383,1019
"16",2021,"G1",1,4,36,3,2,1,2191,950,118
"17",2021,"G1",1,4,47,4,1,2,8890,6060,831
"18",2021,"G1",2,4,45,4,4,1,1344,2110,319
"19",2021,"G1",2,3,69,6,4,3,1496,612,78
"20",2021,"G1",1,4,30,3,1,1,10689,3350,1451
"21",2021,"G2",2,1,62,6,4,4,95,1031,17
"22",2021,"G2",1,4,57,5,1,2,4625,1408,466
"23",2021,"G2",1,3,38,3,4,2,2952,1810,583
"24",2021,"G2",2,2,58,5,4,4,793,452,7
"25",2021,"G2",2,1,79,7,4,3,701,731,172
"26",2021,"G2",1,4,53,5,1,2,7565,4720,2566
"27",2021,"G1",1,4,57,5,3,2,6540,3580,806
"28",2021,"G1",1,3,61,6,4,2,3923,2250,258
"29",2021,"G1",2,4,57,5,3,3,7319,3286,584
"30",2021,"G1",1,3,63,6,4,2,2670,2810,284
"31",2021,"G1",1,2,61,6,2,2,4014,2444,213
"32",2021,"G1",1,4,51,5,1,2,13583,5318,4628
"33",2021,"G1",1,4,39,3,1,1,2354,1280,143
"34",2021,"G1",1,3,58,5,1,2,8403,2538,1053
"35",2021,"G1",1,4,65,6,1,2,7245,4764,1657
"36",2021,"G1",1,4,37,3,1,2,26881,5150,9721
"37",2021,"G1",2,3,50,5,4,4,3536,1820,393
"38",2021,"G1",1,1,66,6,2,2,3134,1870,443
"39",2021,"G1",1,4,39,3,1,2,9925,2326,2662
"40",2021,"G2",1,2,70,7,4,2,2170,908,345
"41",2021,"G2",2,2,63,6,3,4,1213,522,56
"42",2021,"G2",2,1,81,7,4,3,765,703,1
"43",2021,"G2",2,3,53,5,1,4,7115,3062,645
"44",2021,"G2",1,1,67,6,1,2,4047,1914,304
"45",2021,"G1",2,3,69,6,1,2,4662,1689,221
"46",2021,"G1",2,1,72,7,4,3,1702,1310,70
"47",2021,"G1",1,4,48,4,3,2,21148,8410,5712
"48",2021,"G1",1,3,47,4,3,2,7121,2438,916
"49",2021,"G1",2,3,49,4,2,4,476,2239,629
"50",2021,"G1",2,4,26,2,1,1,5037,2340,686
"51",2021,"G1",1,4,46,4,1,2,10085,3617,1901
"52",2021,"G2",1,4,38,3,1,2,6370,1979,897
"53",2021,"G2",1,3,46,4,1,2,7159,3852,812
"54",2021,"G1",1,2,76,7,4,2,1884,1245,202
"55",2021,"G2",1,1,59,5,3,2,3303,1435,517
"56",2021,"G2",2,4,70,7,4,1,7998,6270,1188
"57",2021,"G2",1,4,52,5,1,1,6789,1660,881
"58",2021,"G1",1,3,51,5,1,4,570,720,110
"59",2021,"G1",1,2,63,6,4,2,13417,4062,1725
"60",2021,"G1",2,1,84,7,4,3,1019,522,88
"61",2021,"G1",1,3,59,5,2,2,6680,3696,1549
"62",2021,"G1",1,4,51,5,1,2,27138,9830,9686
"63",2021,"G1",2,3,49,4,3,4,1572,794,562
"64",2021,"G1",2,3,57,5,2,1,1427,1502,145
"65",2021,"G1",1,4,49,4,1,2,7257,5440,815
"66",2021,"G1",1,2,85,7,4,2,4796,1086,376
"67",2021,"G1",2,4,44,4,1,1,3112,880,282
"68",2021,"G1",1,4,61,6,3,2,5440,2800,621
"69",2021,"G2",1,3,54,5,1,2,5802,2766,713
"70",2021,"G2",1,1,76,7,4,2,2342,1534,169
"71",2021,"G2",2,4,27,2,1,1,4778,1308,1000
"72",2021,"G2",1,1,73,7,4,3,1638,1424,1
"73",2021,"G2",1,2,69,6,4,3,1673,1216,21
"74",2021,"G1",1,3,67,6,4,2,7592,3110,795
"75",2021,"G1",1,2,70,7,4,2,2900,1570,218
"76",2021,"G1",2,2,62,6,1,4,3350,2352,1450
"77",2021,"G1",1,1,65,6,1,2,7910,2481,809
"78",2021,"G1",2,3,41,4,2,4,4088,1844,1
"79",2021,"G1",2,3,45,4,1,1,3158,1550,327
"80",2021,"G1",2,1,73,7,4,2,2399,1968,383
"81",2021,"G1",2,3,49,4,1,4,5163,3270,580
"82",2021,"G1",2,4,68,6,4,3,7566,5080,1064
"83",2021,"G2",2,2,51,5,4,4,1130,626,248
"84",2021,"G2",1,4,61,6,1,2,5803,7305,1485
"85",2021,"G2",1,4,36,3,3,2,3919,2050,309
"86",2021,"G2",1,2,59,5,1,2,4448,2470,339
"87",2021,"G2",2,3,44,4,4,1,4039,1286,368
"88",2021,"G2",2,4,46,4,4,1,758,576,16
"89",2021,"G2",2,3,40,4,3,2,11686,7490,1519
"90",2021,"G1",1,4,55,5,1,2,12133,5110,3238
"91",2021,"G1",2,3,39,3,3,2,9770,5234,665
"92",2021,"G1",2,3,52,5,4,4,3275,2029,191
"93",2021,"G1",1,4,30,3,1,1,5307,2380,605
"94",2021,"G1",1,2,71,7,3,2,4031,1707,351
"95",2021,"G1",1,4,67,6,1,2,12874,6240,1542
"96",2021,"G1",1,3,78,7,4,4,1070,980,1
"97",2021,"G1",2,3,32,3,3,1,3140,2177,52
"98",2021,"G1",1,4,61,6,4,4,50,1439,68
"99",2021,"G1",1,1,70,7,4,2,6592,1672,1028
"100",2021,"G1",2,3,54,5,1,2,4272,3140,214
"101",2021,"G1",2,3,54,5,1,4,4090,1800,756
"102",2021,"G1",2,1,90,7,4,3,1704,1418,24
"103",2021,"G1",1,3,39,3,3,2,3934,2230,680
"104",2021,"G1",1,2,78,7,4,2,2525,1224,576
"105",2021,"G1",2,3,51,5,1,4,3122,3308,688
"106",2021,"G1",1,4,83,7,4,2,3437,1300,61
"107",2021,"G1",1,4,33,3,1,2,7000,3136,903
"108",2021,"G2",1,1,66,6,2,2,3480,1795,192
"109",2021,"G2",1,4,47,4,3,2,9251,4121,1371
"110",2021,"G2",1,4,72,7,4,2,8382,3050,6079
"111",2021,"G2",1,3,25,2,2,1,900,593,2
"112",2021,"G2",1,3,50,5,1,2,8369,3764,2218
"113",2021,"G2",2,1,81,7,4,4,790,714,0
"114",2021,"G2",1,2,70,7,2,3,2003,892,141
"115",2021,"G1",1,3,57,5,1,2,22689,6550,5853
"116",2021,"G1",1,1,76,7,4,2,4963,1348,389
"117",2021,"G1",1,4,35,3,4,2,11705,4423,2381
"118",2021,"G1",1,4,30,3,1,1,2701,1664,199
"119",2021,"G1",1,3,57,5,1,2,11694,5183,2540
"120",2021,"G1",2,1,71,7,4,3,1478,732,1
"121",2021,"G1",2,3,53,5,4,4,2436,2684,189
"122",2021,"G1",1,4,70,7,1,2,14789,4490,960
"123",2021,"G1",1,1,63,6,1,2,13453,3600,1337
"124",2021,"G1",1,3,51,5,3,2,5061,3346,443
"125",2021,"G1",1,4,56,5,1,2,16924,7986,3747
"126",2021,"G2",1,4,52,5,1,2,4891,3767,460
"127",2021,"G2",2,4,48,4,4,1,817,722,3
"128",2021,"G2",2,1,69,6,2,2,2140,1198,389
"129",2021,"G2",1,3,71,7,4,2,3516,3670,863
"130",2021,"G1",1,3,48,4,1,4,2650,2300,1033
"131",2021,"G1",1,1,76,7,4,3,1511,1012,3
"132",2021,"G1",2,2,72,7,4,3,1364,1252,41
"133",2021,"G1",2,3,28,2,1,1,2762,1021,263
"134",2021,"G2",1,4,57,5,3,2,9306,3430,1247
"135",2021,"G2",1,4,41,4,1,2,6327,4240,1832
"136",2021,"G2",2,4,66,6,4,2,14169,3380,4143
"137",2021,"G2",1,1,74,7,4,2,6641,3178,918
"138",2021,"G2",2,4,49,4,1,2,11712,2154,2125
"139",2021,"G2",2,4,31,3,1,1,4157,1356,798
"140",2021,"G2",2,1,85,7,4,3,1545,900,65
"141",2021,"G1",1,2,64,6,2,2,3364,1745,202
"142",2021,"G1",2,3,60,6,4,3,6848,2124,903
"143",2021,"G1",1,4,45,4,1,2,6845,2990,1675
"144",2021,"G1",1,4,79,7,4,3,4057,2400,429
"145",2021,"G1",2,3,56,5,4,3,2441,1310,95
"146",2021,"G1",1,3,76,7,4,3,922,870,43
"147",2021,"G1",2,3,51,5,4,4,1766,1670,137
"148",2021,"G1",1,1,66,6,2,2,15125,3547,579
"149",2021,"G2",2,2,58,5,1,4,2312,1810,171
"150",2021,"G2",2,1,80,7,4,4,878,779,0
"151",2021,"G2",2,3,49,4,1,4,6407,2400,487
"152",2021,"G2",1,2,66,6,2,2,5175,2286,603
"153",2021,"G2",1,3,52,5,2,4,5203,934,210
"154",2021,"G2",2,1,69,6,2,3,3266,439,21
"155",2021,"G2",1,3,42,4,1,2,3251,2070,535
"156",2021,"G2",1,3,53,5,3,2,6927,5182,859
"157",2021,"G2",1,4,60,6,4,2,9396,2762,2683
"158",2021,"G1",1,3,40,4,1,2,8010,1920,816
"159",2021,"G1",1,3,65,6,2,3,11149,2690,1425
"160",2021,"G1",2,3,25,2,2,1,1251,874,78
"161",2021,"G1",1,1,89,7,4,3,1493,1450,38
"162",2021,"G1",1,3,31,3,4,1,1047,1045,52
"163",2021,"G1",1,4,58,5,3,4,5665,1248,636
"164",2021,"G1",2,3,48,4,1,2,2630,2600,133
"165",2021,"G1",1,4,47,4,1,1,4871,1551,780
"166",2021,"G1",1,3,86,7,2,3,4178,3615,222
"167",2021,"G1",1,4,51,5,1,2,7429,3190,1498
"168",2021,"G2",2,3,52,5,3,3,1680,940,334
"169",2021,"G2",2,3,53,5,2,4,7776,4850,648
"170",2021,"G2",1,3,81,7,4,2,1528,975,60
"171",2021,"G2",1,3,60,6,2,2,6826,3130,543
"172",2021,"G2",1,3,50,5,1,1,4502,1900,791
"173",2021,"G2",2,4,45,4,1,1,2215,1661,324
"174",2021,"G2",1,3,72,7,4,4,477,647,17
"175",2021,"G1",1,4,51,5,1,1,6051,1112,581
"176",2021,"G1",2,2,63,6,4,4,899,1550,82
"177",2021,"G1",2,3,63,6,4,4,904,620,119
"178",2021,"G1",1,3,66,6,4,2,4874,2956,885
"179",2021,"G1",1,4,76,7,4,2,2298,890,209
"180",2021,"G1",2,1,91,7,4,3,872,796,0
"181",2021,"G1",1,4,36,3,1,2,4632,3540,899
"182",2021,"G1",1,4,45,4,3,2,4212,2876,1030
"183",2021,"G1",2,4,30,3,1,1,4132,2386,412
"184",2021,"G1",2,3,47,4,1,2,8762,3050,2339
"185",2021,"G1",2,3,54,5,4,4,1174,518,1
"186",2021,"G1",2,4,37,3,4,1,1015,760,56
"187",2021,"G1",1,4,47,4,1,2,9029,6276,1221
"188",2021,"G2",2,1,77,7,4,3,853,765,97
"189",2021,"G2",1,3,60,6,4,2,1797,1786,61
"190",2021,"G2",2,3,45,4,2,4,3255,1670,150
"191",2021,"G2",2,3,54,5,1,4,6392,2941,819
"192",2021,"G2",2,1,69,6,4,3,630,574,1
"193",2021,"G2",2,1,69,6,4,3,1233,996,86
"194",2021,"G2",1,3,72,7,4,2,1827,1198,164
"195",2021,"G2",2,3,39,3,1,4,2950,2407,599
"196",2021,"G1",1,4,58,5,1,2,18718,9528,6260
"197",2021,"G1",1,4,43,4,1,2,3984,3440,687
"198",2021,"G1",2,4,26,2,1,1,2161,1106,294
"199",2021,"G1",1,3,76,7,4,2,2463,2004,61
"200",2021,"G1",1,3,78,7,4,2,5335,2520,452
"201",2021,"G1",1,4,43,4,1,2,4312,3112,684
"202",2021,"G1",1,4,79,7,1,2,7061,2090,911
"203",2021,"G1",2,4,76,7,4,3,945,1753,554
"204",2021,"G1",1,3,78,7,4,2,2042,962,155
"205",2021,"G1",2,4,59,5,3,3,61896,7850,13372
"206",2021,"G2",1,4,57,5,1,2,15592,7760,2615
"207",2021,"G2",2,1,68,6,1,3,3636,1144,355
"208",2021,"G2",2,1,70,7,2,2,2728,1314,93
"209",2021,"G2",1,4,41,4,3,1,2647,1904,1029
"210",2021,"G2",1,4,42,4,1,2,4960,2920,670
"211",2021,"G2",1,3,53,5,3,2,7462,2150,786
"212",2021,"G1",1,2,64,6,3,2,5393,2290,435
"213",2021,"G1",1,2,62,6,2,2,3966,1940,731
"214",2021,"G1",1,4,46,4,1,2,8684,3096,1801
"215",2021,"G1",1,4,46,4,3,2,6903,6200,306
"216",2021,"G1",1,4,45,4,1,2,4207,4040,3762
"217",2021,"G1",1,3,58,5,3,2,4941,3081,318
"218",2021,"G1",1,1,69,6,4,2,4983,920,472
"219",2021,"G1",1,3,28,2,3,2,7165,4020,429
"220",2021,"G2",1,3,51,5,1,2,11974,4486,1765
"221",2021,"G2",1,3,47,4,3,2,9999,3720,795
"222",2021,"G2",1,1,60,6,1,2,7176,2969,1428
"223",2021,"G2",1,4,61,6,1,2,8968,4478,1523
"224",2021,"G2",2,3,60,6,3,3,4629,3491,435
"225",2021,"G2",1,1,73,7,4,3,1795,1022,15
"226",2021,"G2",1,3,61,6,1,2,4796,2990,1218
"227",2021,"G2",1,4,72,7,1,2,7323,3800,1132
"228",2021,"G1",1,4,55,5,1,2,5146,2660,675
"229",2021,"G1",2,4,60,6,1,1,6639,3240,1975
"230",2021,"G1",1,4,49,4,4,1,1362,1062,242
"231",2021,"G1",2,2,73,7,4,2,939,1086,23
"232",2021,"G1",1,3,41,4,3,2,3178,1140,198
"233",2021,"G1",1,4,40,4,1,2,11586,4650,2573
"234",2021,"G1",2,4,56,5,2,4,2895,1840,342
"235",2021,"G1",1,4,63,6,2,2,2841,2320,395
"236",2021,"G1",1,2,59,5,2,2,4465,2880,688
"237",2021,"G1",1,3,56,5,1,3,4516,2730,289
"238",2021,"G1",2,1,80,7,4,3,845,696,1
"239",2021,"G2",1,3,69,6,4,2,5246,3070,971
"240",2021,"G2",1,3,73,7,4,2,2104,1200,106
"241",2021,"G2",1,3,52,5,1,1,1102,1620,161
"242",2021,"G2",1,4,40,4,1,2,6218,2921,827
"243",2021,"G2",1,1,76,7,3,2,2446,1131,60
"244",2021,"G1",1,2,61,6,4,4,3350,2472,418
"245",2021,"G1",1,3,61,6,3,2,9611,3406,946
"246",2021,"G1",1,4,54,5,1,2,15621,4530,3815
"247",2021,"G1",1,1,64,6,2,2,3437,2400,266
"248",2021,"G1",1,4,47,4,1,2,12784,6140,4174
"249",2021,"G1",1,4,51,5,1,2,8744,6080,2557
"250",2021,"G1",1,3,53,5,1,2,7978,2600,687
"251",2021,"G1",2,3,47,4,3,4,8172,8960,1106
"252",2021,"G1",1,3,50,5,3,1,4621,1926,275
"253",2021,"G1",1,3,54,5,2,2,7305,4100,681
"254",2021,"G1",2,3,42,4,3,1,7016,4600,1236
"255",2021,"G1",2,1,58,5,2,4,2781,1059,117
"256",2021,"G1",1,4,55,5,1,2,13554,5426,2341
"257",2021,"G2",1,3,42,4,3,2,6162,3611,605
"258",2021,"G2",1,4,56,5,1,2,6453,3554,810
"259",2021,"G2",1,4,63,6,1,4,3806,2100,282
"260",2021,"G2",1,3,41,4,1,2,10013,5916,2253
"261",2021,"G2",1,4,27,2,1,1,2552,1417,210
"262",2021,"G1",1,1,66,6,4,2,2667,2429,153
"263",2021,"G1",1,2,73,7,4,2,3948,1881,110
"264",2021,"G1",1,4,35,3,3,1,4996,2974,537
"265",2021,"G1",2,3,62,6,2,2,1804,1305,149
"266",2021,"G1",1,3,69,6,4,2,1625,1268,149
"267",2021,"G1",2,3,58,5,1,4,2431,3620,290
"268",2021,"G1",1,3,51,5,1,1,1993,1330,185
"269",2021,"G1",1,4,54,5,1,2,16734,8180,4884
"270",2021,"G1",1,4,80,7,4,2,8850,4342,3309
"271",2021,"G1",2,4,25,2,1,1,2186,1158,216
"272",2021,"G1",1,3,59,5,3,2,3974,3334,960
"273",2021,"G2",1,4,56,5,1,2,8708,2540,1603
"274",2021,"G2",1,3,44,4,1,2,8797,4310,1892
"275",2021,"G2",1,2,66,6,4,2,4024,1820,260
"276",2021,"G2",2,4,26,2,1,1,3321,1984,566
"277",2021,"G2",2,4,31,3,2,1,1865,1550,34
"278",2021,"G2",1,1,75,7,4,2,7347,3057,601
"279",2021,"G2",2,3,70,7,4,3,1660,1270,171
"280",2021,"G1",1,3,38,3,1,2,5899,2752,1046
"281",2021,"G1",1,4,38,3,1,2,9823,7900,1543
"282",2021,"G1",1,4,40,4,1,2,5112,3907,678
"283",2021,"G1",1,4,57,5,1,2,9262,4839,1925
"284",2021,"G1",2,3,51,5,2,4,2726,1734,9
"285",2021,"G1",1,2,71,7,4,2,857,1054,149
"286",2021,"G1",2,3,50,5,1,4,8587,3680,1562
"287",2021,"G1",1,4,79,7,4,3,580,569,1
"288",2021,"G1",1,2,74,7,4,3,1335,818,333
"289",2021,"G2",1,4,39,3,1,2,4452,2588,492
"290",2021,"G2",1,3,73,7,4,2,2930,1234,56
"291",2021,"G2",1,3,68,6,4,2,5585,3332,770
"292",2021,"G2",1,4,40,4,1,2,4902,2445,862
"293",2021,"G2",1,3,62,6,3,2,5598,2314,712
"294",2021,"G2",1,4,53,5,3,4,2570,1817,37
"295",2021,"G2",1,4,45,4,3,2,6184,3820,650
"296",2021,"G1",1,3,50,5,1,4,8951,4566,1111
"297",2021,"G1",1,3,38,3,3,1,5138,1933,270
"298",2021,"G1",1,3,42,4,3,2,8356,4820,2281
"299",2021,"G1",1,4,40,4,3,2,10476,2360,1550
"300",2021,"G1",1,3,41,4,1,1,4084,2236,852
"301",2021,"G1",2,3,62,6,3,2,3508,1920,439
"302",2021,"G1",2,4,29,2,1,1,4014,2674,200
"303",2021,"G1",1,1,67,6,2,2,5933,1698,553
"304",2021,"G1",2,4,42,4,3,1,2223,1296,65
"305",2021,"G1",1,2,68,6,4,2,5046,1776,382
"306",2021,"G1",1,4,53,5,3,2,6299,4280,539
"307",2021,"G1",1,4,46,4,1,2,6154,3310,1259
"308",2021,"G1",1,3,37,3,1,2,14626,6054,2499
"309",2021,"G1",1,3,37,3,4,1,2664,1879,308
"310",2021,"G2",2,4,36,3,1,1,5565,5030,870
"311",2021,"G2",1,4,51,5,3,2,5151,3602,2504
"312",2021,"G2",1,3,54,5,3,2,11711,2810,938
"313",2021,"G2",2,4,69,6,4,4,2817,2450,370
"314",2021,"G2",1,3,66,6,4,2,4127,2246,274
"315",2021,"G2",2,4,59,5,2,3,2518,2393,246
"316",2021,"G1",1,4,43,4,1,2,6074,3680,911
"317",2021,"G1",1,4,54,5,3,2,11517,4510,2688
"318",2021,"G1",2,2,62,6,4,3,655,770,64
"319",2021,"G1",1,1,60,6,3,2,7026,3676,1850
"320",2021,"G1",2,2,61,6,1,2,3461,1604,567
"321",2021,"G1",1,4,72,7,4,3,1244,1120,703
"322",2021,"G1",1,4,88,7,4,2,2526,1230,533
"323",2021,"G1",1,2,79,7,1,2,4138,1808,150
"324",2021,"G1",2,3,74,7,4,3,821,1136,69
"325",2021,"G1",1,3,64,6,1,2,6651,1812,295
"326",2021,"G2",1,3,69,6,2,2,1025,1064,113
"327",2021,"G2",1,3,47,4,1,2,4936,4173,654
"328",2021,"G2",1,4,42,4,1,2,12306,4124,1764
"329",2021,"G2",1,2,77,7,3,2,2999,1440,147
"330",2021,"G1",1,1,76,7,2,4,2307,1092,62
"331",2021,"G1",1,4,58,5,1,2,6265,1525,373
"332",2021,"G1",1,3,41,4,1,2,3154,2402,969
"333",2021,"G1",1,2,52,5,2,2,5660,3154,185
"334",2021,"G1",1,4,52,5,3,2,5059,4489,1644
"335",2021,"G1",1,2,61,6,1,2,868,1490,333
"336",2021,"G1",1,4,42,4,1,2,14290,2880,3808
"337",2021,"G1",1,4,40,4,1,2,16497,5580,3939
"338",2021,"G1",2,4,39,3,1,1,10207,3660,3024
"339",2021,"G1",1,4,42,4,1,2,9895,6132,2603
"340",2021,"G1",2,4,26,2,1,1,2454,1512,210
"341",2021,"G1",1,3,63,6,2,2,6264,1982,865
"342",2021,"G1",1,4,50,5,1,2,8684,4780,2487
"343",2021,"G1",1,3,39,3,3,2,27257,10170,10682
"344",2021,"G1",1,4,38,3,1,2,4942,3990,987
"345",2021,"G1",1,4,43,4,1,2,10203,4544,1347
"346",2021,"G1",2,3,54,5,4,1,1684,1858,12
"347",2021,"G1",1,4,36,3,1,2,10565,3618,2693
"348",2021,"G1",1,4,61,6,1,2,5344,2295,2127
"349",2021,"G1",2,1,78,7,4,3,4326,795,1001
"350",2021,"G1",2,4,26,2,1,1,3471,1890,255
"351",2021,"G1",1,4,48,4,4,2,2844,3420,1
"352",2021,"G1",1,3,68,6,4,2,4763,2239,595
"353",2021,"G1",2,2,70,7,2,2,6619,1493,27
"354",2021,"G1",2,2,66,6,2,3,2865,1423,483
"355",2021,"G1",1,4,53,5,1,4,1962,1067,494
"356",2021,"G1",1,3,26,2,3,1,2441,1911,41
"357",2021,"G2",1,3,51,5,4,1,2308,1802,235
"358",2021,"G1",1,4,37,3,1,2,6660,4574,1488
"359",2021,"G1",1,4,34,3,1,2,10137,4800,2118
"360",2021,"G1",2,1,54,5,3,3,3222,2145,48
"361",2021,"G1",1,4,41,4,4,2,9520,3070,418
"362",2021,"G1",1,2,61,6,2,2,8066,4200,1238
"363",2021,"G1",1,4,27,2,1,1,3636,981,276
"364",2021,"G1",1,4,45,4,1,2,45985,5890,17010
"365",2021,"G1",1,4,49,4,1,2,21454,4916,5422
"366",2021,"G1",2,4,32,3,1,1,4454,1231,638
"367",2021,"G1",1,3,65,6,4,2,1870,667,159
"368",2021,"G1",1,1,60,6,2,2,7272,4540,380
"369",2021,"G1",1,3,69,6,3,2,6693,3480,5444
"370",2021,"G1",1,4,49,4,1,2,20408,5800,4537
"371",2021,"G1",1,1,86,7,4,3,6177,1640,208
"372",2021,"G1",1,4,63,6,1,2,2665,1399,612
"373",2021,"G1",1,4,45,4,1,4,11985,3940,7192
"374",2021,"G1",1,2,78,7,4,2,1499,699,1
"375",2021,"G1",2,1,71,7,4,3,1495,1860,1
"376",2021,"G1",1,4,49,4,4,2,6338,2762,1129
"377",2021,"G1",2,3,60,6,4,4,3303,1770,690
"378",2021,"G1",1,4,46,4,3,2,11191,5674,1630
"379",2021,"G1",1,4,34,3,3,2,2566,6306,1000
"380",2021,"G1",1,4,51,5,2,2,10530,3500,1050
"381",2021,"G1",1,4,67,6,1,2,6175,1470,3682
"382",2021,"G1",1,3,50,5,1,2,11764,4902,2094
"383",2021,"G1",1,3,60,6,3,2,6494,4010,442
"384",2021,"G1",1,3,58,5,2,4,4546,2340,890
"385",2021,"G1",1,3,79,7,4,2,1549,961,66
"386",2021,"G1",1,3,76,7,2,2,2889,1077,719
"387",2021,"G1",1,4,48,4,1,2,9257,6056,2607
"388",2021,"G1",1,4,58,5,1,2,18254,7567,6239
"389",2021,"G1",1,4,67,6,1,2,6037,2469,422
"390",2021,"G1",2,1,54,5,2,4,4892,3100,510
"391",2021,"G1",1,4,57,5,4,3,9411,2025,628
"392",2021,"G1",1,4,45,4,1,2,4897,4200,722
"393",2021,"G1",2,1,85,7,4,3,1202,307,1
"394",2021,"G1",2,1,68,6,4,4,760,675,50
"395",2021,"G1",2,4,38,3,1,1,4709,1236,1308
"396",2021,"G1",1,2,79,7,4,2,4331,2026,342
"397",2021,"G1",1,3,33,3,1,2,4441,2500,730
"398",2021,"G1",1,1,70,7,4,4,439,820,37
"399",2021,"G1",1,3,81,7,3,2,2498,1722,708
"400",2021,"G1",1,3,63,6,1,2,9850,2706,1104
"401",2021,"G1",1,3,29,2,2,1,1756,1520,103
"402",2021,"G1",2,1,73,7,4,3,454,664,13
"403",2021,"G1",2,2,73,7,4,3,794,662,1
"404",2021,"G1",1,3,28,2,1,2,3097,5076,543
"405",2021,"G1",1,4,45,4,1,2,22567,5880,8420
"406",2021,"G1",1,3,44,4,1,2,14946,7190,3853
"407",2021,"G1",1,4,55,5,1,2,8546,3744,1880
"408",2021,"G1",1,4,31,3,1,2,6718,2400,720
"409",2021,"G1",1,4,33,3,4,2,2861,5330,953
"410",2021,"G1",2,3,47,4,2,1,1501,1004,408
"411",2021,"G1",1,3,35,3,1,1,3295,2664,124
"412",2021,"G1",1,3,65,6,4,2,12775,1903,1826
"413",2021,"G1",1,3,49,4,3,2,17797,10500,5912
"414",2021,"G1",1,3,73,7,1,4,2819,1960,152
"415",2021,"G1",1,3,68,6,1,2,3226,1770,904
"416",2021,"G1",1,4,46,4,1,2,8791,3470,897
"417",2021,"G1",2,3,57,5,1,4,2789,782,305
"418",2021,"G1",1,2,60,6,1,2,7799,2688,835
"419",2021,"G1",1,4,58,5,1,2,6944,2854,577
"420",2021,"G1",1,4,48,4,1,2,7011,2896,872
"421",2021,"G1",1,4,32,3,1,2,4134,3873,517
"422",2021,"G1",1,4,57,5,1,2,8928,2360,744
"423",2021,"G1",1,3,50,5,1,2,2707,2955,1033
"424",2021,"G1",1,3,37,3,1,2,6183,4130,1137
"425",2021,"G2",2,3,43,4,3,4,4254,1432,254
"426",2021,"G1",1,3,51,5,1,1,1446,807,515
"427",2021,"G1",1,4,47,4,1,2,10621,10533,4952
"428",2021,"G1",1,1,72,7,4,4,936,560,1
"429",2021,"G1",1,3,50,5,1,2,9677,4190,1447
"430",2021,"G1",2,3,46,4,2,4,2550,1208,39
"431",2021,"G1",1,3,66,6,3,2,1448,724,324
"432",2021,"G1",2,1,74,7,4,2,3145,2236,242
"433",2021,"G1",1,3,60,6,4,2,5742,1806,1129
"434",2021,"G1",1,4,53,5,3,2,8101,4750,1660
"435",2021,"G1",2,2,58,5,3,4,2902,1370,610
"436",2021,"G1",1,3,38,3,2,2,4622,3904,621
"437",2021,"G1",1,3,63,6,4,2,4144,2180,213
"438",2021,"G1",1,1,95,7,4,3,749,540,0
"439",2021,"G1",1,4,39,3,1,2,5638,3804,466
"440",2021,"G1",1,3,72,7,4,2,8366,1766,855
"441",2021,"G1",2,4,29,2,1,1,2154,1600,301
"442",2021,"G1",1,1,76,7,4,2,10113,7162,1858
"443",2021,"G1",1,4,55,5,1,2,9751,5120,1686
"444",2021,"G1",1,4,49,4,1,2,6792,4677,930
"445",2021,"G1",1,4,42,4,1,2,7651,3450,820
"446",2021,"G1",2,3,72,7,4,3,1460,1335,64
"447",2021,"G1",1,4,80,7,4,2,9466,3874,4276
"448",2021,"G1",1,4,71,7,4,2,15548,5490,1455
"449",2021,"G1",1,3,45,4,1,2,4876,5008,741
"450",2021,"G1",1,4,37,3,1,2,16624,2312,3621
"451",2021,"G1",1,4,32,3,1,1,4527,1732,779
"452",2021,"G1",1,3,53,5,3,2,4857,2795,1011
"453",2021,"G1",1,1,82,7,4,3,784,556,21
"454",2021,"G1",2,3,61,6,2,3,3399,1528,19
"455",2021,"G1",1,3,58,5,1,1,3300,1346,408
"456",2021,"G1",1,1,63,6,4,1,1497,932,1
"457",2021,"G1",1,3,57,5,4,2,5118,2484,813
"458",2021,"G1",1,4,72,7,4,2,3923,1663,232
"459",2021,"G1",1,1,29,2,1,1,334,2768,139
"460",2021,"G1",1,4,28,2,1,1,3732,2960,541
"461",2021,"G1",1,1,85,7,4,2,1336,935,2
"462",2021,"G1",1,3,55,5,4,2,6598,2500,205
"463",2021,"G1",1,4,50,5,1,2,2874,2089,270
"464",2021,"G1",2,1,81,7,4,3,530,1026,206
